,Lips Color,Mouth,Earrings,Necklace,Clothes,Hairstyle,Facial Features,Eyes,Skin Tone,Background,Face Accessories,Rarity score,Token Id
6072,Gold,Countryside,Lightning Bolts,WoW Coin,Faux Fur Coat,Bun,None,Brown To The Right,Deep Bronze,Blue Green,None,53.21477630517464,6072
6073,Passion Red,Slight Smile,Spikes,None,Steampunk Octopus Top,Lollipop,Crystal Queen,Black Eye Roll,Deep Bronze,Red Turquoise,None,19.224697535967525,6073
6074,Flashy Blue,Slightly Open,Silver Drops,Sun Keeper,Cherry Tee,None,Red Eyeliner,Black To The Right,Deep Warm Gold,Green Purple,Round Glasses,72.95249077454213,6074
6075,Burgundy,Cigarette,None,Malka,Red Leather Jacket,Boy Cut,Freckles,Black To The Right,Cool Blue,Yellow Pink,Psychedelic Sunglasses,71.79032826844187,6075
6076,Passion Red,Surprised,None,None,Tunic,Braided Ponytail,Claw Scar,Brown Eye Roll,Light Medium Warm Gold,Dark Emerald,None,12.61422434719773,6076
6077,Party Pink,Slight Smile,Spikes,Golden Flakes,NFT Goddesses Top,Purple Rainbow,Heart Tattoo,Black Straight,Cool Blue,Soft Purple,Black Mask,81.7218579568726,6077
6078,Flashy Blue,Countryside,Ocean Hoops,Back To The 90s,70s Shirt,Boy Cut,Pearl Eyes,Green Eye Roll,Cool Blue,Soft Purple,On Fire,89.6459941878062,6078
6079,Gold,Countryside,Classic Hoops,Gold Ruler,Cherry Tee,Platinum Pixie,None,Brown To The Right,Golden,Dark Emerald,None,54.23833511997584,6079
6080,Party Pink,Slight Smile,Spikes,None,Adventurer,Curly Pearl Updo,Feline Eyes,Brown Straight,Deep Bronze,Dark Emerald,None,32.795906022116114,6080
6081,Party Pink,Stern,Flower Power,Spike Choker,Polka Dot Top,Platinum Pixie,Eyebrow Piercing,Green To The Right,Deep Neutral,Orange Yellow,Oversized Statement Sunglasses,80.07763669014625,6081
6082,Party Pink,Slight Smile,None,Satin Choker,Painter's Overall,Lucky Green,Feline Eyes,Brown To The Left,Burning Red,Red Turquoise,None,39.98087827341013,6082
6083,Purple,Slight Smile,60s Fantasy,None,Striped Tee,Finger Waves,Freckles,Blue To The Right,Cool Blue,Yellow Pink,None,32.003516046742966,6083
6084,Flashy Blue,Whistle,Spikes,Amazonite Energy,Fantasy Shirt,Lollipop,Pearl Eyes,Blue To The Right,Deep Bronze,Dark Emerald,None,54.48930760150644,6084
6085,Passion Red,Countryside,None,Gold Ruler,Little Red Dress,Braided Ponytail,Marilyn,Yellow Eye Roll,Light Warm Olive,Blue Green,None,32.02330647446567,6085
6086,Purple,Slight Smile,Silver Drops,Satin Choker,Fantasy Shirt,Feeling Turquoise,None,Blue Straight,Deep Bronze,Green Purple,Round Glasses,63.31127997113038,6086
6087,Purple,Countryside,Ocean Hoops,Wolf Pendant,Adventurer,Platinum Pixie,Heart Tattoo,Black To The Right,Medium Gold,Purple Pink,None,45.45539941287553,6087
6088,Passion Red,Slightly Open,Yam's Fave,Gold Ruler,Striped Tee,Purple Rainbow,Eyebrow Piercing,Green Eye Roll,Deep Bronze,Dark Emerald,None,39.280894288641086,6088
6089,Burgundy,Surprised,Classic Hoops,Sun Keeper,Queen's Dress,Lucky Green,Flashy Blue,Green To The Right,Cyber Green,Yellow Pink,Hypnotic Glasses,78.53906632400574,6089
6090,Party Pink,Surprised,White Ovals,None,Tunic,Bun,Eye Scar,Black Eye Roll,Deep Bronze,Yellow Pink,Round Glasses,63.172655152276036,6090
6091,Burgundy,Huh,Triple Rings,Malka,Adventurer,Feeling Turquoise,Feline Eyes,Black To The Left,Light Medium Warm Gold,Pink Pastel,Red Round Sunglasses,75.60054777896264,6091
6092,Passion Red,Stern,Triple Rings,Malka,Fantasy Shirt,Platinum Pixie,None,Black To The Right,Deep Neutral,Dark Emerald,Round Glasses,53.65018363894799,6092
6093,Burgundy,Whistle,None,None,Futuristic Dress,Bob,Eyebrow Piercing,Black Eye Roll,Medium Gold,Red Turquoise,None,17.94348334110611,6093
6094,Purple,Slightly Open,Ocean Hoops,Satin Choker,80s Silk Shirt,Long Dark,Leader,Black Eye Roll,Medium Olive,Soft Purple,None,41.16281733663512,6094
6095,Burgundy,Slight Smile,Pizza Lovers,Golden Bib,Adventurer,Lollipop,Feline Eyes,Green Straight,Cyber Green,Dark Emerald,None,49.391295373074755,6095
6096,Passion Red,Surprised,Flower Power,Sun Keeper,80s Silk Shirt,Finger Waves,Pearl Eyes,Black Straight,Cyber Green,Green Orange,Psychedelic Sunglasses,71.48661058662623,6096
6097,Party Pink,Surprised,Classic Hoops,Tutti Frutti Beads,Adventurer,Feeling Turquoise,Neck Tattoo,Black To The Right,Golden,Dark Emerald,None,50.88371227709262,6097
6098,Burgundy,Surprised,Pearls,Satin Choker,Cherry Tee,Long Dark,Eyebrow Piercing,Green Straight,Deep Bronze,Yellow Pink,Hypnotic Glasses,71.16952845156173,6098
6099,Passion Red,Slight Smile,60s Fantasy,Tutti Frutti Beads,Little Red Dress,Boy Cut,Marilyn,Green Eye Roll,Light Warm Olive,Yellow Pink,Round Glasses,64.88305342872303,6099
6100,Passion Red,Slight Smile,Spikes,Satin Choker,Painter's Overall,Braided Ponytail,Cyber Warrior,Purple Straight,Deep Bronze,Dark Purple,70s Feels,66.4877367629147,6100
6101,Passion Red,Surprised,Lucky Charms,None,White Tee,None,Marilyn,Yellow Straight,Light Warm Olive,Orange Yellow,None,23.887345389162356,6101
6102,Purple,Cigarette,Classic Hoops,Tutti Frutti Beads,Psychedelic Dress,Bob,Freckles,Yellow Straight,Light Warm Olive,Yellow Pink,Resting Butterfly,82.31617851030978,6102
6103,Passion Red,Countryside,None,Golden Bib,Cabaret Corset,Braided Ponytail,None,Blue To The Left,Light Warm Olive,Green Orange,Black Mask,56.258794522287836,6103
6104,Flashy Blue,Stern,Lucky Charms,Tutti Frutti Beads,Polka Dot Top,Curly Ponytail,Nose Piercing,Yellow Eye Roll,Deep Bronze,Purple Pink,70s Feels,78.97484350545032,6104
6105,Flashy Blue,Surprised,White Ovals,Malka,Faux Fur Coat,Boy Cut,None,Blue Eye Roll,Light Warm Yellow,Green Orange,70s Feels,73.93632606891136,6105
6106,Passion Red,Countryside,Spikes,None,Queen's Dress,Platinum Pixie,Marilyn,Green Eye Roll,Deep Warm Gold,Purple Pink,Black Mask,54.2315577983144,6106
6107,Passion Red,Stern,Pizza Lovers,Gold Ruler,Polka Dot Top,Platinum Pixie,Rainbow,Brown Straight,Deep Bronze,Soft Purple,None,37.2535631246759,6107
6108,Flashy Blue,Slight Smile,60s Fantasy,None,Adventurer,None,Red Eyeliner,Black To The Left,Rainbow Bright,Yellow Pink,None,37.57713331705214,6108
6109,Burgundy,Countryside,Triple Rings,Malka,70s Shirt,Lucky Green,Marilyn,Brown To The Right,Deep Bronze,Green Purple,70s Feels,75.50803613049683,6109
6110,Burgundy,Huh,Lucky Charms,Tutti Frutti Beads,Red Leather Jacket,Royal,Feline Eyes,Blue To The Left,Medium Gold,Yellow Pink,Black Mask,84.74632348341578,6110
6111,Flashy Blue,Stern,None,None,70s Shirt,Lollipop,Heart Tattoo,Blue To The Left,Light Medium Warm Gold,Green Purple,None,21.219186855530705,6111
6112,Passion Red,Slight Smile,None,Golden Bib,Cabaret Corset,Feeling Turquoise,Feline Eyes,Blue Eye Roll,Deep Neutral,Orange Yellow,None,27.559130947206217,6112
6113,Passion Red,Huh,Lucky Charms,Golden Flakes,Cabaret Corset,Bob,Antoinette,Black To The Right,Medium Gold,Green Orange,Hypnotic Glasses,72.2262104512368,6113
6114,Gold,Bubble Gum,Classic Hoops,Tutti Frutti Beads,Painter's Overall,Platinum Pixie,None,Blue Eye Roll,Light Warm Olive,Soft Purple,None,50.71858375081685,6114
6115,Passion Red,Stern,Triple Rings,Golden Flakes,Cabaret Corset,Curly Ponytail,Nose Piercing,Brown To The Left,Cyber Green,Green Orange,Black Round Retro,67.26701523117555,6115
6116,Passion Red,Surprised,Flower Power,Sun Keeper,White Tee,Rose Hair,Pearl Eyes,Blue To The Left,Deep Bronze,Dark Purple,Black Mask,69.84236819571657,6116
6117,Passion Red,Slight Smile,Silver Drops,Golden Bib,70s Shirt,Lollipop,Nose Piercing,Purple To The Left,Deep Bronze,Soft Purple,None,37.418646741500396,6117
6118,Passion Red,Slight Smile,Lightning Bolts,None,Steampunk Octopus Top,Purple Rainbow,Heart Tattoo,Green To The Right,Light Warm Yellow,Green Purple,70s Feels,55.08332897988235,6118
6119,Gold,Slightly Open,White Ovals,Wolf Pendant,70s Shirt,Lollipop,Feline Eyes,Black Eye Roll,Deep Warm Gold,Orange Yellow,Oversized Statement Sunglasses,83.89443672462468,6119
6120,Passion Red,Slight Smile,Ocean Hoops,Malka,Adventurer,Retro,Rose Tattoo,Black Straight,Light Medium Warm Gold,Dark Purple,None,35.331736242141346,6120
6121,Flashy Blue,Stern,None,Tutti Frutti Beads,Queen's Dress,Braided Ponytail,None,Yellow Straight,Cyber Green,Yellow Pink,70s Feels,64.82355137811373,6121
6122,Purple,Slightly Open,None,Sun Keeper,Adventurer,Finger Waves,None,Yellow Straight,Cyber Green,Dark Purple,None,30.72884803727607,6122
6123,Party Pink,Countryside,None,Sun Keeper,Striped Tee,Braided Ponytail,Treble Bass Clef Tattoo,Black To The Left,Deep Neutral,Red Turquoise,Red Round Sunglasses,68.90448954788005,6123
6124,Purple,Slight Smile,Pearls,Golden Flakes,Painter's Overall,Fuchsia,Marilyn,Green To The Right,Deep Bronze,Pink Pastel,None,39.65714824867167,6124
6125,Passion Red,Whistle,60s Fantasy,None,Polka Dot Top,Fuchsia,Sunset,Brown To The Right,Burning Red,Green Purple,None,30.76213833346068,6125
6126,Purple,Whistle,WoW Coins,Spike Choker,Cherry Tee,Rose Hair,Neck Tattoo,Green Eye Roll,Deep Bronze,Green Orange,None,52.429009115760294,6126
6127,Burgundy,Countryside,None,Golden Flakes,Naiade,Finger Waves,Crystal Queen,Black To The Left,Medium Olive,Green Orange,None,38.82514637313548,6127
6128,Burgundy,Slightly Open,Flower Power,Back To The 90s,Freedom Is Power Tee,Retro,Sunset,Blue Eye Roll,Medium Olive,Red Turquoise,None,46.89505460369151,6128
6129,Purple,Surprised,Queen's Emeralds,None,Tunic,Finger Waves,Red Eyeliner,Black To The Right,Medium Olive,Soft Purple,70s Feels,56.8397908970571,6129
6130,Burgundy,Whistle,Lucky Charms,Golden Flakes,Fantasy Shirt,Feeling Turquoise,Freckles,Blue Straight,Medium Gold,Pink Pastel,Psychedelic Sunglasses,80.26912559868033,6130
6131,Passion Red,Slightly Open,Silver Drops,None,Futuristic Dress,Lioness,Leader,Green Straight,Cyber Green,Yellow Pink,Red Round Sunglasses,52.93031541937192,6131
6132,Party Pink,Slight Smile,Flower Power,Amazonite Energy,Faux Fur Coat,Lioness,Leader,Green Straight,Medium Olive,Soft Purple,None,52.67330927126211,6132
6133,Passion Red,Slightly Open,WoW Coins,Golden Flakes,Striped Tee,Cotton Candy,Rose Tattoo,Green To The Right,Medium Olive,Dark Emerald,None,39.78934777287419,6133
6134,Passion Red,Slightly Open,Flower Power,None,Tunic,Boy Cut,Eyebrow Piercing,Brown Eye Roll,Medium Gold,Orange Yellow,3D Glasses,55.208836347983016,6134
6135,Purple,Countryside,Yam's Fave,WoW Coin,Painter's Overall,Fuchsia,Marilyn,Black To The Right,Light Warm Olive,Purple Pink,70s Feels,74.25329857200677,6135
6136,Passion Red,Stern,Triple Rings,None,Tunic,Long Dark,Rainbow,Heterochromia To The Left,Light Medium Warm Gold,Purple Pink,None,23.193861321572136,6136
6137,Passion Red,Cigarette,Yam's Fave,None,Steampunk Octopus Top,Feeling Turquoise,Red Eyeliner,Yellow To The Right,Burning Red,Dark Purple,70s Feels,65.58969522707237,6137
6138,Purple,Surprised,None,None,Checkmate,Natural Red,None,Black Straight,Deep Warm Gold,Yellow Pink,Psychedelic Sunglasses,37.80099908725598,6138
6139,Passion Red,Surprised,Ocean Hoops,Golden Flakes,Striped Tee,Badass Bob,Sunset,Black To The Right,Deep Bronze,Dark Emerald,None,33.86573255678966,6139
6140,Burgundy,Slight Smile,Classic Hoops,None,Emerald Elven Cape,Platinum Pixie,Neck Tattoo,Brown Eye Roll,Light Warm Olive,Blue Green,Black Mask,60.32657692877655,6140
6141,Passion Red,Huh,Triple Rings,None,Psychedelic Dress,Lollipop,Eyebrow Piercing,Brown To The Left,Deep Neutral,Green Purple,None,25.069403324775507,6141
6142,Passion Red,Surprised,Flower Power,Malka,White Tee,Natural Red,Red Blue Bolt,Black Straight,Light Warm Olive,Red Turquoise,None,37.33936613051247,6142
6143,Burgundy,Bubble Gum,Silver Drops,Sun Keeper,Gala Dress,Natural Red,Antoinette,Green Eye Roll,Light Medium Warm Gold,Purple Pink,Red Round Sunglasses,78.75696514797758,6143
6144,Passion Red,Cigarette,Queen's Emeralds,None,Tuxedo,Lioness,None,Green To The Right,Deep Neutral,Orange Yellow,None,26.429783850883908,6144
6145,Purple,Countryside,None,None,Checkmate,Feeling Turquoise,Eyebrow Tattoo MMXXI,Black Straight,Medium Olive,Orange Yellow,None,21.701179565955503,6145
6146,Flashy Blue,Surprised,Flower Power,None,Emerald Elven Cape,Boy Cut,Sunset,Brown Straight,Light Warm Yellow,Pink Pastel,Classic Aviator WoW,68.43573052062395,6146
6147,Burgundy,Stern,None,Golden Flakes,80s Silk Shirt,Finger Waves,Eyebrow Piercing,Brown To The Right,Deep Warm Gold,Green Orange,None,31.33637321130665,6147
6148,Flashy Blue,Stern,Lightning Bolts,Sun Keeper,White Tee,Platinum Pixie,Flashy Blue,Green To The Right,Light Medium Warm Gold,Orange Yellow,Round Glasses,79.5492904078701,6148
6149,Party Pink,Whistle,WoW Coins,Gold Ruler,Painter's Overall,Colorful,Rainbow,Black Eye Roll,Light Warm Olive,Dark Emerald,None,54.05998809825704,6149
6150,Burgundy,Slightly Open,Yam's Fave,Malka,Striped Tee,Natural Red,Nose Piercing,Blue To The Right,Deep Bronze,Green Purple,Resting Butterfly,76.03635533395267,6150
6151,Party Pink,Surprised,Yam's Fave,Golden Flakes,Adventurer,Lollipop,Red Eyeliner,Black Straight,Light Medium Warm Gold,Soft Purple,None,44.35915701838981,6151
6152,Purple,Bubble Gum,None,None,80s Silk Shirt,Bun,Eye Scar,Blue To The Right,Deep Neutral,Pink Pastel,Hypnotic Glasses,58.50406676474896,6152
6153,Flashy Blue,Surprised,None,None,Futuristic Dress,Bun,Nose Piercing,Black Eye Roll,Golden,Green Purple,None,23.56343107166311,6153
6154,Purple,Cigarette,Pearls,Satin Choker,80s Silk Shirt,Long Dark,Claw Scar,Black To The Right,Light Warm Yellow,Green Purple,None,48.611997087055926,6154
6155,Passion Red,Slight Smile,Yam's Fave,None,Checkmate,Bob,Neck Tattoo,Brown Eye Roll,Deep Bronze,Blue Green,None,23.140847974376726,6155
6156,Burgundy,Whistle,Pearls,Satin Choker,Freedom Is Power Tee,Bob,Freckles,Brown To The Left,Light Warm Yellow,Dark Purple,None,45.24403884221035,6156
6157,Purple,Countryside,Silver Drops,Back To The 90s,Gala Dress,Fuchsia,Rose Tattoo,Brown To The Right,Medium Olive,Red Turquoise,None,49.034631047550945,6157
6158,Flashy Blue,Cigarette,Ocean Hoops,None,Steampunk Octopus Top,Finger Waves,Leader,Black To The Left,Deep Warm Gold,Soft Purple,None,40.660988628126745,6158
6159,Flashy Blue,Slight Smile,Classic Hoops,Malka,Faux Fur Coat,Fuchsia,Nose Piercing,Black To The Right,Medium Olive,Blue Green,Cateye Sunglasses,77.09946529390912,6159
6160,Burgundy,Surprised,Flower Power,Golden Flakes,Adventurer,Bob,Eyebrow Piercing,Brown Straight,Deep Bronze,Red Turquoise,70s Feels,69.3205746881387,6160
6161,Flashy Blue,Surprised,None,None,Fantasy Shirt,Natural Red,None,Purple Eye Roll,Cyber Green,Yellow Pink,Round Glasses,48.18246295209978,6161
6162,Burgundy,Stern,Flower Power,Satin Choker,Striped Tee,Bun,Heart Tattoo,Brown Straight,Deep Bronze,Green Purple,None,41.380845616051715,6162
6163,Passion Red,Whistle,Pearls,Gold Ruler,Painter's Overall,Finger Waves,Pearl Eyes,Black Eye Roll,Light Warm Yellow,Red Turquoise,Oversized Statement Sunglasses,70.76673114712769,6163
6164,Burgundy,Countryside,Lightning Bolts,Sun Keeper,Cherry Tee,Colorful,Rainbow,Heterochromia Eye Roll,Light Warm Olive,Yellow Pink,None,52.752582612831056,6164
6165,Passion Red,Countryside,Silver Drops,None,Freedom Is Power Tee,Lollipop,Leader,Green To The Left,Light Medium Warm Gold,Pink Pastel,None,26.357172276330886,6165
6166,Gold,Whistle,Pearls,None,Tunic,Long Dark,None,Black To The Left,Cyber Green,Purple Pink,Red Round Sunglasses,65.10085913364264,6166
6167,Party Pink,Countryside,Flower Power,Golden Flakes,Red Leather Jacket,Long Dark,Nose Piercing,Black To The Left,Deep Bronze,Orange Yellow,Black Mask,82.71242831368767,6167
6168,Passion Red,Countryside,Spikes,None,NFT Goddesses Top,Retro,None,Blue Eye Roll,Light Warm Olive,Blue Green,None,20.063561293819436,6168
6169,Passion Red,Countryside,Triple Rings,Malka,Striped Tee,Lucky Green,Freckles,Black To The Right,Medium Olive,Blue Green,None,37.27991161598622,6169
6170,Burgundy,Bubble Gum,Ocean Hoops,Rainbow,Cherry Tee,Royal,None,Green Eye Roll,Deep Warm Gold,Pink Pastel,Black Round Retro,76.84854036942654,6170
6171,Burgundy,Countryside,None,None,Checkmate,Purple Rainbow,Eye Scar,Brown Straight,Medium Gold,Dark Emerald,Classic Aviator WoW,56.08690649090724,6171
6172,Purple,Whistle,None,WoW Coin,White Tee,Lucky Green,None,Brown To The Left,Medium Gold,Blue Green,None,32.45909884026395,6172
6173,Passion Red,Surprised,Pearls,None,Cherry Tee,Lollipop,Marilyn,Black Straight,Light Warm Yellow,Pink Pastel,None,14.19250964634386,6173
6174,Gold,Whistle,None,Amazonite Energy,Little Red Dress,Retro,Feline Eyes,Blue Eye Roll,Light Medium Warm Gold,Dark Purple,3D Glasses,79.78048896183995,6174
6175,Burgundy,Cigarette,White Ovals,Sun Keeper,Fantasy Shirt,Platinum Pixie,Neck Tattoo,Brown Straight,Light Medium Warm Gold,Blue Green,Black Mask,84.13214975924147,6175
6176,Burgundy,Slightly Open,Ocean Hoops,Satin Choker,Polka Dot Top,Long Dark,Nose Piercing,Brown Straight,Light Warm Yellow,Blue Green,None,40.40999237408305,6176
6177,Passion Red,Stern,WoW Coins,Tutti Frutti Beads,Freedom Is Power Tee,Purple Rainbow,Rose Tattoo,Green Eye Roll,Deep Warm Gold,Green Orange,Hypnotic Glasses,72.6686705118587,6177
6178,Party Pink,Countryside,Triple Rings,Back To The 90s,Cherry Tee,Retro,Cyber Warrior,Green Eye Roll,Cyber Green,Pink Pastel,None,57.923204445255486,6178
6179,Party Pink,Slightly Open,Flower Power,Sun Keeper,Fantasy Shirt,None,Antoinette,Green Straight,Deep Warm Gold,Red Turquoise,None,50.566711371012005,6179
6180,Purple,Whistle,None,Sun Keeper,Painter's Overall,Bob,Marilyn,Green Eye Roll,Golden,Red Turquoise,Oversized Statement Sunglasses,70.71389546013992,6180
6181,Burgundy,Stern,Silver Drops,Golden Bib,Striped Tee,Bob,Antoinette,Black To The Right,Light Medium Warm Gold,Yellow Pink,Black Mask,69.37336084546564,6181
6182,Gold,Whistle,Classic Hoops,Tutti Frutti Beads,Faux Fur Coat,Fuchsia,Eyebrow Piercing,Black Eye Roll,Deep Bronze,Pink Pastel,Psychedelic Sunglasses,82.91702344132433,6182
6183,Passion Red,Slight Smile,Flower Power,Golden Flakes,White Tee,Natural Red,Eyebrow Piercing,Green To The Left,Cool Blue,Blue Green,None,38.88466033375186,6183
6184,Party Pink,Slightly Open,Triple Rings,Sun Keeper,White Tee,Rose Hair,Nose Piercing,Green To The Left,Light Warm Yellow,Dark Emerald,Oversized Statement Sunglasses,76.9806091049297,6184
6185,Passion Red,Stern,Lucky Charms,Sun Keeper,Fantasy Shirt,Black And White,None,Brown To The Left,Deep Neutral,Purple Pink,Black Round Retro,62.611456462626606,6185
6186,Purple,Surprised,Pearls,Amazonite Energy,Freedom Is Power Tee,Lioness,Antoinette,Green Eye Roll,Light Medium Warm Gold,Yellow Pink,70s Feels,70.4761626211065,6186
6187,Passion Red,Countryside,Silver Drops,None,Tunic,Lioness,None,Yellow To The Left,Light Warm Olive,Pink Pastel,Classic Aviator WoW,51.464455713495546,6187
6188,Purple,Slight Smile,Silver Drops,None,Tuxedo,Lollipop,Heart Tattoo,Brown To The Right,Deep Bronze,Orange Yellow,On Fire,59.21055269502071,6188
6189,Purple,Surprised,None,None,Warrior Armor,Bun,Nose Piercing,Brown To The Right,Medium Gold,Dark Emerald,None,17.038817697925648,6189
6190,Passion Red,Whistle,Ocean Hoops,Sun Keeper,Cabaret Corset,Long Dark,Marilyn,Black To The Right,Medium Olive,Dark Purple,None,36.65252665435244,6190
6191,Purple,Slightly Open,Ocean Hoops,None,Steampunk Octopus Top,Lollipop,Neck Tattoo,Black Eye Roll,Deep Bronze,Pink Pastel,None,26.561625384643335,6191
6192,Purple,Slight Smile,None,None,Cherry Tee,Braided Ponytail,Eyebrow Piercing,Brown To The Right,Light Warm Yellow,Dark Emerald,Round Glasses,42.97870669919195,6192
6193,Party Pink,Slightly Open,Pearls,Tutti Frutti Beads,Adventurer,Bob,Marilyn,Brown Straight,Light Warm Olive,Pink Pastel,None,44.577040001349985,6193
6194,Burgundy,Stern,Spikes,Amazonite Energy,Red Leather Jacket,Cotton Candy,Antoinette,Blue Straight,Light Warm Yellow,Pink Pastel,Black Round Retro,75.30341326078455,6194
6195,Flashy Blue,Surprised,Lucky Charms,Golden Bib,Fantasy Shirt,Silver,Neck Tattoo,Green To The Left,Light Warm Yellow,Soft Purple,Oversized Statement Sunglasses,85.67071946329953,6195
6196,Party Pink,Slightly Open,Silver Drops,None,Steampunk Octopus Top,Fuchsia,Claw Scar,Purple To The Right,Light Warm Yellow,Blue Green,3D Glasses,68.49519162870557,6196
6197,Gold,Huh,Lightning Bolts,None,Emerald Elven Cape,Fuchsia,Marilyn,Blue Straight,Light Medium Warm Gold,Orange Yellow,Psychedelic Sunglasses,78.4136500947209,6197
