,item,tattoo,mouth,hair,eyes,skin,body,tail,main,background,mustache,glasses,mask,hat,Rarity score,Token Id
3739,None,None,flat mouth,light grey,dark eyes,black,robotic t-shirt,cowboy tail,main,bg #10,None,None,None,None,1.3864672149184611,3740
3740,None,None,super happy,super messy,anime eyes,black,green mario coat,devil tail,main,bg #3,None,None,None,None,2.0613829731277975,3741
3741,None,None,smoking,super messy,eyeball left,zombie,'sad' text shirt,thief striped tail,main,bg rainy,None,None,None,None,1.4231513715751636,3742
3742,None,None,smoking,realistic,chasis eyes,zombie,black coat,sandy tail,main,bg #3,None,None,None,None,1.7385740142902357,3743
3743,None,None,zero shaped mouth,light grey,luminous eyes,white,'pro' text  long sleeve,pinky messy tail,main,bg #6,None,None,None,None,0.6895220168193531,3744
3744,None,None,zero shaped mouth,realistic,crying eyes,fair,classic pyjamas,double tail,main,bg #9,None,None,None,None,2.193450136845746,3745
3745,None,None,classic mouth,messy,dark eyes,yellow,black coat,inverted tail,main,bg #4,None,None,None,None,0.5648769952136952,3746
3746,None,None,weird mouth,realistic,crying eyes,fair,styled body hug,devil tail,main,bg #9,None,None,None,None,1.6652425601282612,3747
3747,None,None,bored,light grey,little eyes,fair,messy,pinky messy tail,main,bg,None,None,None,None,1.5846122129084477,3748
3748,None,None,weird mouth,messy,slight thunder eyes,white,red hood dress,tail alive,main,bg #11,None,None,None,None,0.9242816456309753,3749
3749,None,None,weird mouth,soft dark,crying eyes,white,'hi' text shirt,golden stripped tail,main,bg #6,None,None,None,None,1.3864893446810795,3750
3750,None,None,weird mouth,realistic,angry thunder eyes,zombie,'sad' text shirt,thief striped tail,main,bg #1,None,None,None,None,1.4304618807867253,3751
3751,None,None,sneaky happy mouth,messy,golden eyes,yellow,realistic singlet,robot tail,main,bg #3,None,None,None,None,0.9463532269619114,3752
3752,None,None,tongue out,realistic,devil eyes,white,squid game suit,tail alive,main,bg #2,None,None,None,None,1.1296844766039935,3753
3753,None,None,indecisive,messy,angry thunder eyes,zombie,styled body hug,pointed and messy tail,main,bg #6,None,None,None,None,1.1810770387134608,3754
3754,None,None,cross shaped mouth,light grey,crying eyes,black,viking jacket,inverted tail,main,bg #2,None,None,None,None,1.9366579049660044,3755
3755,None,None,L shaped mouth,super messy,anime eyes,fair,green striped singlet,golden tail,main,bg #4,None,None,None,None,1.37182411596476,3756
3756,None,None,happy mouth,soft dark,tired eyes,white,single striped,sandy tail,main,bg #10,None,None,None,None,1.0563761927155124,3757
3757,None,None,O shaped mouth,super messy,dark eyes,white,'pro' text  long sleeve,golden tail,main,bg rainy,None,None,None,None,0.5061676040949746,3758
3758,None,None,bored,soft dark,dark eyes,white,robotic suit,cowboy tail,main,bg,None,None,None,None,1.3645483634673363,3759
3759,None,None,big sad mouth,realistic,golden eyes,black,robotic t-shirt,pointed and messy tail,main,bg #11,None,None,None,None,1.6211794513717699,3760
3760,None,None,zero shaped mouth,super messy,little eyes,fair, king jacket,inverted tail,main,bg,None,None,None,None,1.8633801786068154,3761
3761,None,None,gum,super messy,golden eyes,yellow,robot,devil tail,main,bg #5,None,None,None,None,0.6528715693327654,3762
3762,None,None, tied mouth,realistic,luminous eyes,white,chest plate,golden stripped tail,main,bg #5,None,None,None,None,1.3717251035355713,3763
3763,None,None,cross shaped mouth,realistic,little eyes,zombie,black coat,devil tail,main,bg #10,None,None,None,None,1.73127827002835,3764
3764,None,None,sad mouth,messy,mixed eyeballs,black,doctor coat,cactus green stripped tail,main,bg,None,None,None,None,2.5089012087328992,3765
3765,None,None,tongue out,messy,crying eyes,black,classic pyjamas,golden tail,main,bg #1,None,None,None,None,2.2008175171243565,3766
3766,None,None,big gum,messy,luminous eyes,white,black coat,sandy tail,main,bg,None,None,None,None,0.9976194102657922,3767
3767,None,None,weird mouth,super messy,devil eyes,yellow,realistic singlet,suoer pointed tail],main,bg #8,None,None,None,None,0.4988855431793362,3768
3768,None,None,big dot,super messy,golden eyes,black,classic pyjamas,stripped tail,main,bg #3,None,None,None,None,2.08336923983721,3769
3769,None,None,cute sad mouth,soft dark,eyeball left,yellow, king jacket,tail alive,main,bg #3,None,None,None,None,1.5772069196914762,3770
3770,None,None,L shaped mouth,super messy,devil eyes,yellow,robotic suit,cowboy tail,main,bg #3,None,None,None,None,1.078442505348867,3771
3771,None,None,flat mouth,realistic,eyeball left,white,golden stripped,pinky striped tail,main,bg #6,None,None,None,None,0.6088474258001071,3772
3772,None,None,L shaped mouth,light grey,luminous eyes,zombie,purple striped,thief striped tail,main,bg #10,None,None,None,None,1.2691042626050009,3773
3773,None,None, tied mouth,realistic,dark eyes,fair,astro suit,pinky messy tail,main,bg #10,None,None,None,None,1.5918394908909599,3774
3774,None,None,sad mouth,light grey,crying eyes,white,green striped singlet,multi stripped tail,main,bg #11,None,None,None,None,1.0930424449514338,3775
3775,None,None,sneaky happy mouth,realistic,chasis eyes,zombie,robot,inverted tail,main,bg rainy,None,None,None,None,1.569872197324822,3776
3776,None,None,tongue out,super messy,devil eyes,white, king jacket,stripped tail,main,bg #2,None,None,None,None,1.0710298391004422,3777
3777,None,None,gum,soft dark,luminous eyes,white,robotic t-shirt,pinky striped tail,main,bg #10,None,None,None,None,0.7555871998004355,3778
3778,None,None,zero shaped mouth,realistic,anime eyes,zombie,robotic t-shirt,golden tail,main,bg #10,None,None,None,None,1.459810255284008,3779
3779,None,None,bored,realistic,chasis eyes,black,'hi' text shirt,golden tail,main,bg #10,None,None,None,None,1.7679087001466536,3780
3780,None,None,weird mouth,soft dark,tired eyes,fair,realistic singlet,suoer pointed tail],main,bg #9,None,None,None,None,1.4231977202616366,3781
3781,None,None,weird mouth,soft dark,soft eyes,fair,realistic singlet,sandy tail,main,bg #5,None,None,None,None,1.4305366553262653,3782
3782,None,None,super flat mouth,light grey,angry thunder eyes,black,body hug,golden tail,main,bg #11,None,None,None,None,1.496550230090094,3783
3783,None,None,cross shaped mouth,super messy,sneaky peeky eyes,yellow,robotic t-shirt,stripped tail,main,bg #5,None,None,None,None,0.7922861016507783,3784
3784,None,None,happy mouth,super messy,angry thunder eyes,white,black coat,multi stripped tail,main,bg rainy,None,None,None,None,0.26403849580743943,3785
3785,None,None,big dot,messy,angry thunder eyes,fair,mock neck,suoer pointed tail],main,bg #2,None,None,None,None,1.2911305570178329,3786
3786,None,None,cross shaped mouth,realistic,sneaky peeky eyes,white,green striped singlet,golden tail,main,bg #4,None,None,None,None,1.415749251177485,3787
3787,None,None,super happy,super messy,devil eyes,black,realistic singlet,pointed and messy tail,main,bg rainy,None,None,None,None,1.7239235114856661,3788
3788,None,None,tongue out,soft dark,little eyes,white,mock neck,tail alive,main,bg #10,None,None,None,None,1.320454713855647,3789
3789,None,None,robot mouth,light grey,angry thunder eyes,yellow,robotic suit,cowboy tail,main,bg,None,None,None,None,1.0342940752538001,3790
3790,None,None,flat mouth,messy,eyeball left,white,jacket with bow tie,thief striped tail,main,bg #2,None,None,None,None,1.0416572339047077,3791
3791,None,None,weird mouth,realistic,tired eyes,white,squid game suit,multi stripped tail,main,bg #1,None,None,None,None,1.0049688786163282,3792
3792,None,None,big sad mouth,messy,sneaky peeky eyes,white,doctor coat,inverted tail,main,bg #4,None,None,None,None,0.6601725954892641,3793
3793,None,None,happy mouth,messy,devil eyes,zombie,green striped singlet,pinky striped tail,main,bg #4,None,None,None,None,1.1370844932999935,3794
3794,None,None,weird mouth,soft dark,golden eyes,black,ash striped,multi stripped tail,main,bg rainy,None,None,None,None,1.9366505318555276,3795
3795,None,None,sneaky happy mouth,light grey,dark eyes,zombie,golden stripped,devil tail,main,bg #9,None,None,None,None,1.1076676518911444,3796
3796,None,None,sad mouth,messy,slight thunder eyes,zombie,squid game suit,golden stripped tail,main,bg #7,None,None,None,None,2.1200691992676424,3797
3797,None,None,weird mouth,realistic,soft eyes,white,robotic suit,cactus green stripped tail,main,bg rainy,None,None,None,None,1.1810738826472862,3798
3798,None,None,sad mouth,soft dark,devil eyes,zombie,'pro' text  long sleeve,double tail,main,bg #10,None,None,None,None,1.5625638010607636,3799
3799,None,None,O shaped mouth,light grey,eyeball left,yellow,viking jacket,stripped tail,main,bg #4,None,None,None,None,0.7042504466735511,3800
3800,None,None,cross shaped mouth,light grey,sneaky peeky eyes,white,robotic t-shirt,double tail,main,bg #8,None,None,None,None,0.9683152716655276,3801
3801,None,None,tongue out,soft dark,soft eyes,white,styled body hug,pinky messy tail,main,bg #4,None,None,None,None,1.2617727042069358,3802
3802,None,None,big gum,soft dark,eyeball left,zombie,messy,cowboy tail,main,bg #9,None,None,None,None,2.0100672938429485,3803
3803,None,None,sad mouth,light grey,dark eyes,yellow, red mario coat,cowboy tail,main,bg #3,None,None,None,None,1.3497662162415403,3804
3804,None,None,big sad mouth,realistic,mixed eyeballs,black,body hug,pointed and messy tail,main,bg #5,None,None,None,None,2.6041588929881656,3805
3805,None,None,cute sad mouth,messy,slight thunder eyes,zombie,purple striped,golden stripped tail,main,bg #2,None,None,None,None,1.958702110200573,3806
3806,None,None,happy mouth,messy,chasis eyes,zombie,golden armor,devil tail,main,bg #9,None,None,None,None,1.1737644362314075,3807
3807,None,None,sneaky happy mouth,light grey,slight thunder eyes,white,single striped,multi stripped tail,main,bg #6,None,None,None,None,0.9903099614791891,3808
3808,None,None,tongue out,super messy,eyeball left,zombie,ash striped,robot tail,main,bg #3,None,None,None,None,1.6505267636265388,3809
3809,None,None,happy mouth,super messy,crying eyes,yellow,styled body hug,sandy tail,main,bg rainy,None,None,None,None,0.6089137747856496,3810
3810,None,None,happy mouth,messy,devil eyes,white, king jacket,tail alive,main,bg #6,None,None,None,None,0.7262145973705458,3811
3811,None,None,classic mouth,soft dark,mixed eyeballs,yellow,robotic suit,robot tail,main,bg #6,None,None,None,None,1.283784248289558,3812
3812,None,None,dot,light grey,angry thunder eyes,yellow,mock neck,cowboy tail,main,bg rainy,None,None,None,None,0.902291159427512,3813
3813,None,None,indecisive,super messy,chasis eyes,zombie,viking jacket,pinky messy tail,main,bg #4,None,None,None,None,1.188355938742452,3814
3814,None,None,big dot,super messy,luminous eyes,zombie,body hug,robot tail,main,bg #7,None,None,None,None,1.8486359476383945,3815
3815,None,None,tongue out,light grey,soft eyes,fair,nurse coat,pinky striped tail,main,bg #1,None,None,None,None,1.3131547278939268,3816
3816,None,None,big gum,light grey,dark eyes,white,realistic singlet,double tail,main,bg #6,None,None,None,None,0.3227352508868638,3817
3817,None,None,zero shaped mouth,messy,angry thunder eyes,yellow,robotic t-shirt,devil tail,main,bg #6,None,None,None,None,0.3153731391477864,3818
3818,None,None,cross shaped mouth,messy,crying eyes,fair,stylish pyjamas,stripped tail,main,bg #8,None,None,None,None,2.288894241264168,3819
3819,None,None,zero shaped mouth,super messy,chasis eyes,yellow,green striped singlet,stripped tail,main,bg #10,None,None,None,None,0.7629608877860435,3820
3820,None,None,weird mouth,realistic,angry thunder eyes,yellow,purple striped,pinky striped tail,main,bg #11,None,None,None,None,0.7702103012999364,3821
3821,None,None,vampire,light grey,devil eyes,black,mock neck,cactus green stripped tail,main,bg rainy,None,None,None,None,1.97339366944484,3822
3822,None,None,flat mouth,messy,slight thunder eyes,black,robot,thief striped tail,main,bg #10,None,None,None,None,2.046702997005162,3823
3823,None,None,bored,messy,golden eyes,zombie,'pro' text  long sleeve,pinky messy tail,main,bg #8,None,None,None,None,1.2104011897034888,3824
3824,None,None,indecisive,soft dark,sneaky peeky eyes,fair,black coat,devil tail,main,bg #8,None,None,None,None,2.2227279445229424,3825
3825,None,None, tied mouth,soft dark,little eyes,black,body hug,realistic tail,main,bg #3,None,None,None,None,2.861019587038025,3826
3826,None,None,tongue out,messy,luminous eyes,fair,golden stripped,realistic tail,main,bg #7,None,None,None,None,2.0908124514452084,3827
3827,None,None,vampire,realistic,mixed eyeballs,zombie,single striped,thief striped tail,main,bg #1,None,None,None,None,2.29613839066388,3828
3828,None,None,bored,soft dark,crying eyes,zombie,black coat,realistic tail,main,bg rainy,None,None,None,None,1.826679180245991,3829
3829,None,None,O shaped mouth,super messy,angry thunder eyes,white,astro suit,realistic tail,main,bg #2,None,None,None,None,0.9169879969312816,3830
3830,None,None,classic mouth,messy,soft eyes,fair,classic pyjamas,pinky messy tail,main,bg,None,None,None,None,1.7092930361644707,3831
3831,None,None,tongue out,soft dark,slight thunder eyes,zombie,robotic t-shirt,pinky messy tail,main,bg #8,None,None,None,None,2.0247104163458443,3832
3832,None,None,sad mouth,messy,golden eyes,black,purple striped,thief striped tail,main,bg rainy,None,None,None,None,2.0833892454308973,3833
3833,None,None,gum,light grey,mixed eyeballs,fair,chest plate,cowboy tail,main,bg #4,None,None,None,None,2.0247525392163355,3834
3834,None,None,L shaped mouth,super messy,devil eyes,zombie,stylish pyjamas,pinky messy tail,main,bg #9,None,None,None,None,1.14439604073073,3835
3835,None,None,robot mouth,light grey,soft eyes,yellow,'pro' text  long sleeve,pinky striped tail,main,bg #2,None,None,None,None,0.5868548337613134,3836
3836,None,None,robot mouth,light grey,tired eyes,black,'pro' text  long sleeve,suoer pointed tail],main,bg #10,None,None,None,None,1.4965175782629963,3837
3837,None,None,O shaped mouth,light grey,sneaky peeky eyes,black,green mario coat,golden stripped tail,main,bg #8,None,None,None,None,1.9220432296526944,3838
3838,None,None,big gum,soft dark,slight thunder eyes,zombie,brown singlet,tail alive,main,bg #6,None,None,None,None,1.7972254716252487,3839
3839,None,None,big dot,super messy,chasis eyes,zombie,purple striped,pinky striped tail,main,bg #11,None,None,None,None,1.1223486836182663,3840
3840,None,None,classic mouth,realistic,sneaky peeky eyes,fair,black coat,tail alive,main,bg #5,None,None,None,None,1.6138626335839452,3841
3841,None,None,bored,light grey,luminous eyes,black,black coat,devil tail,main,bg #11,None,None,None,None,1.5039439390000722,3842
3842,None,None,vampire,soft dark,crying eyes,yellow,styled body hug,pointed and messy tail,main,bg rainy,None,None,None,None,1.4818586595453744,3843
3843,None,None,classic mouth,realistic,tired eyes,zombie,viking jacket,devil tail,main,bg #6,None,None,None,None,1.3204009907152865,3844
3844,None,None,smoking,realistic,angry thunder eyes,white,'pro' text  long sleeve,sandy tail,main,bg,None,None,None,None,0.99757411212626,3845
3845,None,None,indecisive,realistic,angry thunder eyes,fair,red hood dress,golden tail,main,bg,None,None,None,None,1.7826023619072369,3846
3846,None,None,super flat mouth,soft dark,crying eyes,black,'sad' text shirt,pinky striped tail,main,bg #8,None,None,None,None,2.398848752671041,3847
3847,None,None,big gum,messy,tired eyes,zombie,golden stripped,golden stripped tail,main,bg #4,None,None,None,None,1.511167009421179,3848
3848,None,None,tongue out,messy,sneaky peeky eyes,fair,green striped singlet,pinky striped tail,main,bg #11,None,None,None,None,1.5479059356559277,3849
