,Background,Revamped,Clothes,Tattoo,Shape,Mask,Item,Hair,Base,Aura,Hat,Experience,Level,Rarity score,Token Id
4129,Light Blue,None,Hoodie - Emoticon,No Tattoo,Circle Frame,LED Japanese Mask,Red Katana,Orange-Red,Beige,No Aura,Beanie - Black,None,None,60.432085022958425,4129
4130,Night Sky,True,Hoodie - One Shoulder Yin Yang,Crossed Out,Circle Frame,Demon Fire Mask,None,Orange-Red,Golden,None,Beanie - Painted,None,None,36.90895961791273,4130
4131,Red,True,Shirt - Japanese Black,3 Sevens,Minimal Frame,Red-eyed Owl,Yellow Katana,Black,Porcelain,Night,Beanie - Black,None,None,49.761446222364214,4131
4132,Japanese Motif - Blue,False,Bomber - Black,Crossed Out,Circle Frame,Lightning Mask,None,Yellow,Porcelain,None,Bucket Hat Official,None,None,22.23216599354855,4132
4133,Bananaz!,False,Hoodie - Sunflowers,Crossed Out,Square Frame,Kaiju Mecha Mask - Black,Dark Chef Knife,Black,Espresso,Night,Rice Hat - Package,0.0,1.0,80.10208944370744,4133
4134,Red,True,Sweater - Kintsugi,Attached Diamonds,Minimal Frame,Scarred Skull,None,Black,Espresso,Night,Bucket Hat Red SH777SH,None,None,37.412253137010396,4134
4135,Shooting Stars,True,Kimono - Blue Green,Constellation,Circle Frame,Motorcycle Helmet - Black,None,Orange-Red,Beige,None,None,None,None,30.205118480885417,4135
4136,Painted Brush,True,Shirt - Japanese Black,Star,Circle Frame,Lightning Mask,None,White,Porcelain,Light,Rice Hat - Package,None,None,43.271852786329276,4136
4137,Painted Brush,False,Sweater - Space,Crossed Out,Square Frame,Full Face Mask - X,Metal Pipe,Orange-Red,Porcelain,None,Bucket Hat Akuma,None,None,36.29007369421299,4137
4138,Night Sky,False,Bomber - Black,Flame,Circle Frame,Fox Mask - Scarred,None,Orange-Red,Beige,None,Bucket Hat Red SH777SH,0.0,1.0,66.23919242317861,4138
4139,Japanese Motif - Blue,None,Kimono - Eth Checkered,No Tattoo,Minimal Frame,Akuma Half Mask - White,No Item,Yellow,Golden,Night,Rice Hat - Sunflower,None,None,50.61389065979694,4139
4140,Colorful Clouds,False,Sweater - Cherry Blossoms,None,Minimal Frame,Petrified Skull,Banana,Orange-Red,Beige,Night,Bucket Hat Yellow,None,None,23.508020972902827,4140
4141,Shooting Stars,True,Bomber - Black,None,Circle Frame,Hype Red Mask,None,White,Beige,Night,Rice Hat - Sunflower,None,None,21.402718629098043,4141
4142,Pixel - Piano in a Sea,None,Hoodie - Kintsugi 7,No Tattoo,Square Frame,Petrified Demon Mask,Metal Pipe,Black,Beige,No Aura,Beanie - Painted,None,None,62.09402313456485,4142
4143,Colorful Clouds,None,Bomber - White and Blue,No Tattoo,Minimal Frame,Sevens Japanese Mask,No Item,Red,Porcelain,Night,Beanie - Orange,None,None,50.17171675219534,4143
4144,Japanese Motif - Blue,False,Sweater - Cherry Blossoms,None,Minimal Frame,Beak Mask - Darkened,None,White,Porcelain,None,Hat - Emoticon White,None,None,10.242013123836239,4144
4145,Night Sky,False,Shirt - Painted Tee,Flame,Circle Frame,Scarred Skull,None,Orange-Red,Beige,Night,Bucket Hat White,None,None,23.38590446022634,4145
4146,Pixel - Piano in a Sea,True,Shirt 7 - Black,None,Circle Frame,Fox Mask - Scarred,Yellow Katana,Orange-Red,Porcelain,Light,Beanie - Gray,None,None,40.51229306935261,4146
4147,Red,None,Shirt 7 - White,No Tattoo,Minimal Frame,Red-eyed Owl,No Item,Yellow,Beige,No Aura,Beanie - Aqua,None,None,57.199280274191636,4147
4148,Colorful Clouds,False,Shirt 7 - White,Crossed Out,Square Frame,Beak Mask - Metal,None,Yellow,Porcelain,None,Hat - HERO hat,0.0,1.0,65.44113056358938,4148
4149,Shooting Stars,False,Sweater - One Shoulder Blue Demon,None,Circle Frame,Kaiju Mecha Mask - White,Dark Chef Knife,Red,Golden,None,Hat - HERO hat,None,None,23.528113345030274,4149
4150,Japanese Motif - Blue,False,Hoodie - One Shoulder Lotus,Seven,Square Frame,Sevens Japanese Mask,Gold Monkey Staff,Black,Espresso,Night,Beanie - Gray,None,None,36.68646381283857,4150
4151,Pixel - Day on an Island,None,Shirt - Pixel,No Tattoo,Minimal Frame,Motorcycle Helmet - White,Chef Knife,Yellow,Beige,Light,No Hat,None,None,57.870898265003134,4151
4152,Pixel - Piano in a Sea,None,Shirt - Pixel,No Tattoo,Circle Frame,Sevens Japanese Mask,No Item,Yellow,Beige,No Aura,Beanie - Orange,None,None,58.9983185101865,4152
4153,Colorful Clouds,False,Kimono - Sunflower,None,Minimal Frame,LED Japanese Mask,Chef Knife,Yellow,Golden,Night,Hat - Emoticon Black,None,None,23.858734061725688,4153
4154,Bananaz!,None,Hoodie - Emoticon,Black Flames,Circle Frame,Fox Mask - Sealed,Red Scythe,White,Beige,No Aura,Bucket Hat Painted,None,None,63.73591681661273,4154
4155,Japanese Motif - Pink,False,Hoodie - Sunflowers,None,Square Frame,Game Helmet - Shiba Inu,Metal Pipe,Yellow,Porcelain,None,None,0.0,1.0,58.71760302408293,4155
4156,Japanese Motif - Yellow,True,Hoodie - Painted,None,Circle Frame,Lion - Fire Breath,Yellow Katana,Red,Golden,Light,Hat - 7 White,0.0,1.0,84.92435205470609,4156
4157,Colorful Clouds,False,Sweater - One Shoulder Red Demon,None,Minimal Frame,Demon Fire Mask,None,Yellow,Espresso,Light,Hat - Emoticon Black,None,None,17.62235809582683,4157
4158,Night Sky,True,Shirt 7 - Black,Seven,Square Frame,Full Mask,Sakura Branch,White,Beige,Night,Rice Hat - Blue,None,None,48.55686024260713,4158
4159,Red,None,Sweater - Kintsugi,Constellation,Circle Frame,Hype Red Mask,Dark Chef Knife,Black,Golden,Night,Bucket Hat Official,None,None,53.16115050340048,4159
4160,Pixel - Piano in a Sea,False,Kimono - Sunflower,Black Flames,Circle Frame,Fox Mask - LED Scarred,Red Monkey Staff,Black,Golden,None,Beanie - Gray,None,None,37.87061967705752,4160
4161,Colorful Clouds,False,Hoodie - Sunflowers,None,Minimal Frame,Painted Owl mask,Metal Pipe,Yellow,Porcelain,Night,Rice Hat - White,0.0,1.0,67.40334511791866,4161
4162,Colorful Clouds,False,Bomber - Golden,None,Square Frame,Sevens Japanese Mask,None,Orange-Red,Porcelain,Night,Beanie - Orange,0.0,1.0,53.560199201051795,4162
4163,Light Blue,False,Kimono - Blue Green,None,Square Frame,Painted Black Mask,Yellow Katana,Orange-Red,Beige,No Aura Plain,None,None,None,21.14948516747644,4163
4164,Japanese Motif - Yellow,False,Hoodie - One Shoulder Lotus,None,Circle Frame,Fox Mask - LED Scarred,Metal Monkey Staff,Red,Beige,None,None,None,None,15.950035306324658,4164
4165,Bananaz!,False,Shirt - Pixel,None,Minimal Frame,Scarred Skull,Red Space Fork,Orange-Red,Beige,Night,Hat - Emoticon Black,0.0,1.0,65.99580964004652,4165
4166,Pixel - Piano in a Sea,False,Kimono - Eth Checkered,None,Circle Frame,Mascot - UwU cat,None,Yellow,Golden,None,None,0.0,1.0,45.72247175338989,4166
4167,Pixel - Piano in a Sea,False,Bomber - Black,Crossed Out,Minimal Frame,Hype Black Mask,None,White,Espresso,None,Bucket Hat Yellow,0.0,1.0,64.86699435082349,4167
4168,Japanese Motif - Pink,True,Hoodie - One Shoulder Fire,Crossed Out,Minimal Frame,Elder Skull,Red Space Fork,Red,Golden,Light,None,None,None,48.67907835821115,4168
4169,Night Sky,None,Hoodie - Emoticon,No Tattoo,Circle Frame,Kaiju Mecha Mask - 07,No Item,Orange-Red,Golden,Night,Rice Hat - Sunflower,None,None,50.34436637975944,4169
4170,Shooting Stars,None,Shirt - Isekai Postal,No Tattoo,Minimal Frame,Full Face Mask - X,No Item,Black,Espresso,Night,Hat - HERO hat,None,None,50.37494943630687,4170
4171,Painted Brush,False,Sweater - One Shoulder Blue Demon,Kanji,Minimal Frame,Game Helmet - Silhouette,Red Monkey Staff,White,Golden,None,None,None,None,30.628353213400317,4171
4172,Pixel - Day on an Island,False,Sweater - One Shoulder Cherry Blossoms,Sakura Petal,Minimal Frame,Scarred Skull,None,White,Espresso,None,Straw Hat,None,None,24.90047400660693,4172
4173,Pixel - Piano in a Sea,None,Shirt - Sevens Block,Seven,Minimal Frame,Kintsugi Skull,Red Space Fork,Red,Beige,Light,Rice Hat - Gold,None,None,59.421885905855184,4173
4174,Shooting Stars,None,Hoodie - One Shoulder Yin Yang,No Tattoo,Minimal Frame,Motorcycle Helmet - Roughed,No Item,White,Porcelain,Night,No Hat,None,None,49.185243830495764,4174
4175,Night Sky,False,Shirt 7 - Black,None,Circle Frame,Golden Chain Skull,Chef Knife,White,Espresso,Night,None,0.0,1.0,57.16314701083434,4175
4176,Japanese Motif - Pink,False,Shirt - Japanese Black,Seven,Circle Frame,Red-eyed Owl,None,Orange-Red,Espresso,No Aura Plain,Beanie - Black,None,None,28.78350068025043,4176
4177,Japanese Motif - Pink,True,Hoodie - Painted,None,Circle Frame,Motorcycle Helmet - Roughed,Chef Knife,Orange-Red,Beige,Night,None,None,None,28.634976019187896,4177
4178,Shooting Stars,True,Kimono - Sunflower,None,Minimal Frame,Kintsugi Skull,Red Katana,White,Espresso,None,Straw Hat,None,None,35.94867634508516,4178
4179,Painted Brush,True,Shirt 7 - Black,None,Minimal Frame,Hype Red Mask,Red Katana,Black,Golden,Night,Rice Hat - Sunflower,None,None,33.16844473387853,4179
4180,Colorful Clouds,False,Shirt 7 - Black,Crossed Out,Circle Frame,Game Helmet - Shiba Inu,Black Scythe,White,Porcelain,Night,None,None,None,28.148098195803406,4180
4181,Japanese Motif - Yellow,False,Sweater - Space,Crossed Out,Square Frame,Beak Mask - Metal,Maple Branch,White,Golden,Night,Hat - Emoticon White,None,None,36.58487325634997,4181
4182,Japanese Motif - Pink,None,Kimono - Blue Green,Black Flames,Square Frame,Petrified Skull,Maple Branch,Red,Espresso,Night,Bucket Hat Yellow,None,None,53.15632271939079,4182
4183,Japanese Motif - Yellow,None,Shirt - Isekai Postal,No Tattoo,Minimal Frame,Hype Black Mask,Black Scythe,Red,Porcelain,Night,Rice Hat - Sunflower,None,None,50.883876845307476,4183
4184,Night Sky,False,Hoodie - Emoticon,None,Circle Frame,Petrified Demon Mask,Metal Monkey Staff,Yellow,Beige,None,Beanie - Yellow,0.0,1.0,65.8580691405046,4184
4185,Painted Brush,False,Shirt 7 - White,Black Flames,Circle Frame,Fox Mask - LED Scarred,Yellow Katana,Black,Porcelain,Night,Beanie - Orange,None,None,35.1466029862412,4185
4186,Bananaz!,True,Shirt 7 - White,Sakura Petal,Minimal Frame,Fox Mask - Emoticon,None,Yellow,Golden,No Aura Plain,Hat - 7 White,None,None,42.83986235267452,4186
4187,Light Blue,None,Sweater - One Shoulder Blue Demon,No Tattoo,Circle Frame,Elder Skull,No Item,Orange-Red,Porcelain,Night,Bucket Hat Black SH777SH,None,None,50.34960516017817,4187
4188,Shooting Stars,False,Sweater - Black and Orange,None,Circle Frame,Lion - Fire Breath,None,Yellow,Espresso,Night,Beanie - Aqua,None,None,10.577691782351337,4188
4189,Red,None,Shirt 7 - Black,No Tattoo,Square Frame,Full Mask,Banana,Yellow,Espresso,No Aura,Hat - Painted,None,None,58.98398709080983,4189
4190,Bananaz!,True,Shirt 7 - Black,Constellation,Circle Frame,Full Mask,Dark Chef Knife,Red,Espresso,None,Hat - 7 Wave,None,None,49.98025722507786,4190
4191,Red,False,Shirt - Japanese Black,None,Circle Frame,Hype Red Mask,Red Scythe,Red,Porcelain,No Aura Plain,Rice Hat - Blue,None,None,28.504086340586106,4191
4192,Shooting Stars,False,Shirt - Taped Banana,None,Square Frame,Full Mask,Dark Katana,Red,Golden,None,Bucket Hat Red Kumo Motif,None,None,23.27902860519611,4192
4193,Light Blue,False,Sweater - One Shoulder Red Demon,Crossed Out,Circle Frame,Full Face Mask - ???,None,Orange-Red,Espresso,Light,Bucket Hat Painted,0.0,1.0,72.02746641537465,4193
4194,Red,False,Kimono - Sunflower,None,Minimal Frame,Hype Black Mask,Sakura Branch,Yellow,Beige,None,Bucket Hat Painted,None,None,22.262759974035465,4194
4195,Light Blue,False,Sweater - One Shoulder Cherry Blossoms,Flame,Square Frame,LED Japanese Mask,Red Katana,Yellow,Golden,Light,Beanie - Black,None,None,42.12430653076104,4195
4196,Japanese Motif - Yellow,True,Shirt - Pixel,None,Minimal Frame,Scarred Skull,Black Scythe,Black,Golden,Light,Hat - 7 White,None,None,41.72184769162296,4196
4197,Japanese Motif - Yellow,None,Shirt 7 - White,No Tattoo,Minimal Frame,Red-eyed Owl,Metal Pipe,Red,Golden,Light,Rice Hat - Sunflower,None,None,55.2594187793438,4197
4198,Colorful Clouds,False,Sweater - Kintsugi,None,Square Frame,Painted Black Mask,Yellow Katana,Red,Golden,Night,Bucket Hat Akuma,None,None,23.61983564898571,4198
4199,Shooting Stars,False,Shirt 7 - Black,None,Circle Frame,Beak Mask - Metal,None,Yellow,Golden,Night,Hat - 7 Black,0.0,1.0,50.88188775854806,4199
4200,Japanese Motif - Blue,False,Kimono - Eth Checkered,None,Circle Frame,Hype Red Mask,Dark Katana,Red,Espresso,None,Rice Hat - Sunflower,None,None,23.065783880027354,4200
4201,Japanese Motif - Yellow,False,Hoodie - Fire Heart,None,Minimal Frame,Petrified Demon Mask,None,Yellow,Porcelain,No Aura Plain,Beanie - White,None,None,16.80901339072899,4201
4202,Light Blue,False,Shirt 7 - Black,Crossed Out,Square Frame,Beak Mask - Metal,Red Monkey Staff,Yellow,Beige,Night,Hat - Emoticon White,None,None,33.875938922770416,4202
4203,Bananaz!,False,Shirt 7 - Black,None,Square Frame,Hype Red Mask,None,White,Golden,Night,Bucket Hat Red SH777SH,None,None,8.336119398768908,4203
4204,Bananaz!,False,Bomber - Black,Kanji,Circle Frame,Sevens Japanese Mask,None,Red,Golden,Light,Beanie - Yellow,None,None,28.961486419978165,4204
4205,Light Blue,None,Shirt 7 - White,Emoticon,Minimal Frame,Sevens Japanese Mask,No Item,White,Beige,Night,Beanie - Aqua,None,None,48.561336515901125,4205
4206,Light Blue,False,Shirt - Sevens Block,Seven,Square Frame,Akuma Half Mask - Black,Sakura Branch,White,Porcelain,Light,Rice Hat - Sunflower,None,None,41.43827580203249,4206
4207,Night Sky,False,Shirt 7 - Black,None,Minimal Frame,Hype Black Mask,None,Black,Beige,None,Rice Hat - Sunflower,0.0,1.0,50.19043606748424,4207
4208,Pixel - Day on an Island,False,Shirt - Taped Banana,None,Circle Frame,Sevens Japanese Mask,Red Katana,White,Golden,None,Beanie - White,None,None,22.577601768795933,4208
4209,Red,True,Hoodie - One Shoulder Yin Yang,Seven,Square Frame,Full Face Mask - ???,None,Black,Espresso,No Aura Plain,Beanie - Painted,None,None,43.297278364805805,4209
4210,Painted Brush,None,Shirt - Painted Tee,No Tattoo,Square Frame,Scarred Skull,Metal Pipe,Orange-Red,Espresso,Night,No Hat,None,None,50.172088585099196,4210
4211,Shooting Stars,False,Kimono - Blue Green,Flame,Square Frame,Elder Skull,None,Orange-Red,Golden,None,Bucket Hat Red SH777SH,0.0,1.0,67.17406754164033,4211
4212,Japanese Motif - Pink,False,Sweater - One Shoulder Cherry Blossoms,Seven,Minimal Frame,Mecha Bird - Red-Eyed Crow,None,Orange-Red,Beige,None,None,None,None,16.9002636228395,4212
4213,Red,None,Hoodie - Tongue,Seven,Square Frame,Game Helmet - Shiba Inu,Red Space Fork,Black,Espresso,Light,No Hat,None,None,57.15010449246943,4213
4214,Painted Brush,False,Kimono - Sunflower,None,Circle Frame,Painted Owl mask,Sakura Branch,Yellow,Espresso,Night,None,0.0,1.0,58.46918412413059,4214
4215,Painted Brush,False,Hoodie - Fire Heart,None,Circle Frame,Demon Fire Mask,Red Katana,White,Porcelain,Night,Hat - 7 White,0.0,1.0,66.00584861277656,4215
4216,Light Blue,False,Shirt 7 - Black,Attached Diamonds,Minimal Frame,Elder Skull,None,Yellow,Espresso,Night,Bucket Hat White Kumo Motif,None,None,22.801605187109494,4216
4217,Japanese Motif - Yellow,False,Hoodie - Painted,Constellation,Square Frame,Scarred Skull,Yellow Katana,Black,Porcelain,None,Hat - 7 Wave,None,None,36.8541905470049,4217
4218,Sakura Tree,True,Sweater - One Shoulder Cherry Blossoms,Heart 7,Minimal Frame,Scarred Skull,None,Red,Beige,Night,Bucket Hat White,None,None,40.471617364573994,4218
4219,Japanese Motif - Pink,False,Hoodie - Painted,None,Square Frame,Full Face Mask - Red Stop,Red Katana,Orange-Red,Golden,Light,None,None,None,21.49006778086182,4219
4220,Japanese Motif - Yellow,False,Lab Coat,Attached Diamonds,Circle Frame,Full Face Mask - ???,None,White,Golden,Night,Beanie - Orange,0.0,1.0,68.50612851537254,4220
4221,Japanese Motif - Pink,False,Shirt 7 - White,None,Minimal Frame,Full Mask,Red Katana,White,Golden,None,Hat - HERO hat,None,None,21.49018764841988,4221
4222,Pixel - Day on an Island,False,Monk,None,Minimal Frame,Game Helmet - Shiba Inu,Metal Pipe,Orange-Red,Porcelain,None,None,0.0,1.0,60.069352780542154,4222
4223,Japanese Motif - Pink,False,Sweater - One Shoulder Blue Demon,Black Flames,Circle Frame,Elder Skull,Red Scythe,White,Golden,No Aura Plain,Bucket Hat Red Kumo Motif,None,None,44.05547989963397,4223
4224,Pixel - Day on an Island,None,Kimono - Eth Checkered,Crossed Out,Minimal Frame,Motorcycle Helmet - Roughed,No Item,Yellow,Golden,No Aura,No Hat,None,None,60.18784033444619,4224
4225,Shooting Stars,None,Shirt - Isekai Postal,No Tattoo,Minimal Frame,Sevens Japanese Mask,No Item,Red,Porcelain,No Aura,Hat - HERO hat,None,None,58.18520842684436,4225
4226,Japanese Motif - Yellow,False,Shirt - Painted Tee,Crossed Out,Square Frame,Red-eyed Owl,None,White,Espresso,No Aura Plain,Beanie - Aqua,None,None,29.39835178545077,4226
4227,Painted Brush,True,Shirt - Taped Banana,Constellation,Minimal Frame,Sevens Japanese Mask,None,Orange-Red,Golden,Night,Beanie - Painted,None,None,36.70564272370456,4227
4228,Shooting Stars,False,Shirt 7 - Black,None,Square Frame,Hype Red Mask,None,Red,Beige,None,Bucket Hat White Kumo Motif,None,None,7.522423873155419,4228
4229,Japanese Motif - Blue,False,Hoodie - Fire Heart,Heart 7,Minimal Frame,Beak Mask - Darkened,Maple Branch,Black,Porcelain,Light,Straw Hat,None,None,44.28936025366026,4229
4230,Pixel - Day on an Island,None,Lab Coat,Greek Letters,Circle Frame,Hype Black Mask,Chef Knife,Yellow,Golden,No Aura,Rice Hat - White,None,None,64.30011135512417,4230
4231,Shooting Stars,None,Kimono - Blue Green,Crossed Out,Minimal Frame,Beak Mask - Metal,Red Space Fork,Yellow,Espresso,No Aura,Bucket Hat Black,None,None,60.98675114107429,4231
4232,Light Blue,False,Shirt 7 - White,None,Circle Frame,Full Mask,None,Black,Porcelain,No Aura Plain,Hat - Emoticon Black,None,None,14.598162088282326,4232
4233,Night Sky,None,Sweater - One Shoulder Red Demon,Attached Diamonds,Circle Frame,Painted Owl mask,No Item,White,Espresso,No Aura,Straw Hat,None,None,61.5045119148837,4233
4234,Shooting Stars,True,Shirt 7 - White,Seven,Square Frame,Fox Mask - LED Scarred,None,Black,Golden,None,Bucket Hat Black,0.0,1.0,77.56109392321815,4234
4235,Pixel - Piano in a Sea,None,Sweater - One Shoulder Cherry Blossoms,Constellation,Square Frame,LED Japanese Mask,No Item,Red,Beige,No Aura,Beanie - Orange,None,None,62.26177164835834,4235
4236,Light Blue,False,Sweater - Cherry Blossoms,Seven,Minimal Frame,Kaiju Mecha Mask - Black,None,Orange-Red,Beige,Light,Rice Hat - Sunflower,None,None,28.849511228534453,4236
4237,Bananaz!,False,Shirt - Pixel,None,Minimal Frame,Scarred Skull,None,Black,Porcelain,No Aura Plain,Bucket Hat Black SH777SH,None,None,16.285503294500874,4237
4238,Bananaz!,False,Shirt - Japanese Black,None,Circle Frame,LED Japanese Mask,None,Black,Espresso,None,Beanie - Aqua,None,None,9.794891687520185,4238
4239,Pixel - Day on an Island,None,Shirt - Sevens Block,Kanji,Circle Frame,Mascot - Joyful cat,No Item,Black,Espresso,Light,No Hat,None,None,58.74013462740994,4239
4240,Light Blue,False,Kimono - Sunflower,Sakura Petal,Square Frame,Hype Black Mask,Red Space Fork,Orange-Red,Espresso,Light,Bucket Hat Yellow,None,None,42.165057071482984,4240
4241,Shooting Stars,False,Sweater - One Shoulder Cherry Blossoms,Constellation,Circle Frame,Fox Mask - LED Scarred,None,White,Beige,Night,Beanie - Yellow,None,None,24.864925264977945,4241
4242,Pixel - Piano in a Sea,False,Shirt - Isekai Postal,None,Square Frame,Full Face Mask - Red Stop,Red Katana,White,Porcelain,None,Hat - 7 Black,None,None,23.31972031593959,4242
4243,Shooting Stars,False,Bomber - Black,None,Circle Frame,Petrified Demon Mask,Red Katana,Red,Espresso,Night,Hat - Emoticon Black,None,None,21.688500334282114,4243
4244,Night Sky,None,Sweater - Black and Orange,No Tattoo,Square Frame,Red-eyed Owl,No Item,White,Espresso,Night,Bucket Hat Red SH777SH,None,None,50.22763752125646,4244
4245,Shooting Stars,True,Shirt 7 - Black,None,Circle Frame,Game Helmet - Silhouette,Chef Knife,Orange-Red,Beige,Night,None,None,None,26.81024851039126,4245
4246,Bananaz!,None,Sweater - One Shoulder Red Demon,Sakura Petal,Square Frame,Lion - Fire Mustache,Chef Knife,Black,Porcelain,No Aura,Hat - 7 Wave,None,None,63.15162115901888,4246
