,Hat Color,Glasses Frame Color,Overall Color,Shirt Color,Boot Color,Pupil Color,Hair Color,Hat,Facial Hair,Glasses,Held Item,Hair Style,Outfit,Gender,Class,Zipper Color,Helmet Glass Color,Glove Color,Suit Color,Pant Color,Shoe Color,Belt Buckle Color,Bandana Color,Belt Color,Tie Color,Life Buoy Color,Robe Color,Lifejacket Color,Miscellaneous,Jumpsuit Color,Foot Color,Vest Color,Apron Color,Special,Shirt Collar Color,Undershirt Color,String Color,Jacket Color,Spatula Color,Dress Color,Frame Color,Pants Color,Lab Coat Color,Fuel Rod Color,Gloves and Boots Color,Fish 1 Color,Skirt Color,Gloves and Foot Color,Horn Color,Hoof Color,Coat Color,Breed,Overalls Color,Shirt Accent Color,Badge Accent 1 Color,Suspender Color,Wool Color,Eye Patch Color,Feather Color,Comb and Wattle Color,Water Tank Color,Track Color,Body Color,Shirt and Pant Color,Sleeve Color,Wheel Color,Skin Color,Rarity score,Token Id
4046,Pelorous,None,Indian Khaki,Bandicoot,None,Deep Sea Green,Cumin,Flat Cap,Long Stache and Beard,None,Chainsaw,Afro,Checkered Shirt and Dungarees,Male,Farmer,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,27.426554257127396,4046
4047,Yellow,None,Yellow,Tussock,Black,Millbrook,Mine Shaft,Hard Hat,None,None,None,Curly,Overalls and Backpack,Female,Builder,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26.36273154935444,4047
4048,None,None,None,Amethyst Smoke,None,Blue,White,None,None,None,None,Bangs,Miller Outfit,Male,Miller,None,None,None,None,Gray Olive,Black,None,None,Medium Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,5.407978208008715,4048
4049,Yellow,Electric Violet,None,Pastel Green,None,Blue,Millbrook,Ivy Cap,Pencil Mustache,Open Frame,None,Payot,Worker Uniform,Male,Factory Worker,None,None,None,None,Shadow,Dark Gray,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,40.390461948141734,4049
4050,Pelorous,Pelorous,None,White,Dark Gray,Cement,Black,Straw Hat,Long Stache and Beard,Oval Frame,Flask,Pageboy,Lumberjack Shirt and Braces,Male,Lumberjack,None,None,None,None,Butterfly Bush,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,48.49184507666209,4050
4051,None,None,None,Dull Lavender,None,Millbrook,Millbrook,None,None,None,None,Crew Cut,Miller Outfit,Male,Miller,None,None,None,None,Black,Medium Gray,None,None,Black,None,None,None,None,Bent Pipe,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,18.079434976434882,4051
4052,None,None,None,Armadillo,None,Blue,White,None,None,None,None,Bob,Disco Miller,Male,Miller,None,None,None,None,Butterfly Bush,Black,None,None,Light Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,5.7329567693235575,4052
4053,Electric Violet,None,Merlin,Black,None,Cement,Nomad,Ivy Cap,Hungarian Mustache,None,Pickaxe,Side-Swept,Checkered Shirt and Dungarees,Male,Farmer,None,None,None,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,24.550349057059073,4053
4054,None,Screamin' Green,None,None,None,Blue,White,None,None,Luxury,None,Side-Swept,Miller Bartender,Male,Miller,None,None,None,None,Elm,Dark Gray,None,None,Black,None,None,None,None,None,None,None,Mandy's Pink,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,37.91608653222068,4054
4055,None,None,None,None,None,Millbrook,Chicago,None,None,None,None,Bangs,Miller Bartender,Male,Miller,None,None,None,None,Blue,Light Brown,None,None,Black,None,None,None,None,None,None,None,Gimblet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15.768147400864663,4055
4056,Scarlet,Scarlet,None,Pastel Green,Light Gray,Black,Black,Stetson,None,Open Frame,Pickaxe,Mop Top,Ranch Boss,Female,Rancher,None,None,None,None,Regent Gray,None,None,None,Light Brown,None,None,None,None,None,None,None,None,None,None,Screamin' Green,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,73.20225495010611,4056
4057,Orange,None,None,Amethyst Smoke,None,Black,Mine Shaft,Straw Hat,Handlebar Mustache,None,Hammer,Payot,Open Checkered Shirt and Utility Belt,Male,Builder,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Orange,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,31.473846952102054,4057
4058,None,None,None,Cream Can,None,Blue,Chicago,None,Chevron Mustache,None,None,Dreds,Bragard Jacket,Male,Baker,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,White,None,None,None,None,None,None,None,None,None,None,None,None,None,16.453590684020767,4058
4059,None,None,None,None,None,Millbrook,Black,None,None,None,None,Afro,Miller Bartender,Male,Miller,None,None,None,None,Japanese Laurel,Black,None,None,Dark Gray,None,None,None,None,None,None,None,Sail,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12.547585015194912,4059
4060,Heliotrope,None,None,Amethyst Smoke,Medium Gray,Millbrook,Black,Fedora,Bush Beard,None,Pickaxe,Pageboy,Lumberjack Shirt and Braces,Male,Lumberjack,None,None,None,None,Indian Khaki,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30.683098127714054,4060
4061,None,None,None,Mandy's Pink,None,Deep Sea Green,Cod Gray,None,Pencil Mustache,None,None,80s,Bragard Jacket,Male,Baker,None,None,None,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,White,None,None,None,None,None,None,None,None,None,None,None,None,None,18.991421137455117,4061
4062,Electric Violet,None,Black,Hawaiian Tan,None,Blue,Millbrook,Stetson,Comb Mustache,None,Spyglass,Mop Top,Metal Worker,Male,Factory Worker,None,None,None,None,Paradiso,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,32.06514808025962,4062
4063,None,None,None,Terracotta,None,Millbrook,Black,None,None,None,None,Payot,Miller Outfit,Male,Miller,None,None,None,None,Twine,Black,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.1727926675814837,4063
4064,Armadillo,Pelorous,None,Dull Lavender,None,Deep Sea Green,White,Hard Hat,Bush Beard,90s,Computer,Tonsure,Tank Top,Male,Trucker,None,None,None,None,Gray Olive,Light Gray,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50.02849509947208,4064
4065,Orange,None,None,White,None,Deep Sea Green,White,Hard Hat,Goatee Beard,None,None,Cornrows,Worker Uniform,Male,Factory Worker,None,None,None,None,Elm,Medium Brown,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,22.36732346234065,4065
4066,None,Pelorous,Dark Brown,Mandy's Pink,None,Millbrook,Cod Gray,None,None,Future,Flask,Ponytail,Metal Worker,Male,Factory Worker,None,None,None,None,Paradiso,Light Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,38.432366090119444,4066
4067,Electric Violet,Orient,None,Terracotta,None,Millbrook,Millbrook,Ivy Cap,Long Stache and Beard,Oval Frame,None,Mop Top,Miner Checkered Shirt,Male,Miner,None,None,None,None,Mirage,Medium Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,49.56499125409615,4067
4068,None,Scarlet,None,None,None,Black,Millbrook,None,Comb Mustache,90s,None,Ponytail,Weaver Outfit Formal,Male,Weaver,None,None,None,None,Japanese Laurel,Black,None,None,None,None,None,None,None,None,None,None,White,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,40.006007493074804,4068
4069,Scarlet,None,None,Saratoga,None,Cement,Cod Gray,Hard Hat,Bush Beard,None,Shovel,Pageboy,Checkered Lumberjack Shirt,Male,Lumberjack,None,None,None,None,Butterfly Bush,Dark Brown,None,None,Dark Brown,None,None,None,None,Face Mask,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,38.03670212696671,4069
4070,Heliotrope,Scarlet,None,Lemon Ginger,None,Black,Westar,Ivy Cap,None,3D,Hammer,Payot,Mini Skirt,Female,Trucker,None,None,None,None,None,Medium Gray,None,None,Light Brown,None,None,None,None,Bent Pipe,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,62.74070493364767,4070
4071,None,None,Black,Portage,None,Millbrook,Black,None,Handlebar Mustache,None,Pickaxe,Cornrows,Farmer Dungarees,Male,Farmer,None,None,None,None,None,Medium Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,17.40793689420672,4071
4072,Screamin' Green,None,None,Bandicoot,Black,Blue,White,Straw Hat,Goatee Beard,None,Hoe,Lob,Lumberjack Shirt and Braces,Male,Lumberjack,None,None,None,None,Paradiso,None,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,33.191283978204204,4072
4073,None,None,None,Mandy's Pink,None,Millbrook,White,None,English Mustache,None,None,Lob,Apron,Male,Baker,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13.267674952362848,4073
4074,Yellow,Electric Violet,None,Tussock,None,Black,Mine Shaft,Ivy Cap,Hungarian Mustache,90s,None,Quiff,Overalls and Utility Belt,Male,Builder,None,None,None,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,None,None,None,47.80112162641777,4074
4075,Armadillo,None,None,Mandy's Pink,Black,Cement,Cod Gray,Flat Cap,Brush Mustache,None,Hammer,Bob,Checkered Rancher Outfit,Male,Rancher,None,None,None,None,Cocoa Brown,None,None,Screamin' Green,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,44.175255313016095,4075
4076,Armadillo,None,None,Lemon Ginger,Black,Cement,White,Ivy Cap,Bush Beard,None,Drill,Ponytail,Lumberjack Shirt and Braces,Male,Lumberjack,None,None,None,None,Black,None,None,None,Black,None,None,None,None,Half Bent Pipe,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,43.56337913017585,4076
4077,Yellow,None,None,Black,None,Blue,Cumin,Reverse Cap,Brush Mustache,None,Computer,Bob,Overalls and Utility Belt,Male,Builder,None,None,None,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Orange,None,None,None,None,None,None,None,None,None,None,None,None,None,None,29.89564305921311,4077
4078,Armadillo,None,None,Dull Lavender,Dark Brown,Deep Sea Green,Westar,Ivy Cap,Handlebar Mustache,None,Drill,Quiff,Life Jacket Whistle,Male,Boat Captain,None,None,None,None,Japanese Laurel,None,None,None,None,None,None,None,Pink,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,42.35004616345027,4078
4079,Screamin' Green,None,None,White,Dark Brown,Cement,Millbrook,Flat Cap,English Mustache,None,None,Afro,Life Jacket Whistle,Male,Boat Captain,None,None,None,None,Merlin,None,None,None,None,None,None,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,31.494201000347754,4079
4080,Armadillo,None,Japanese Laurel,White,Light Brown,Deep Sea Green,Black,Reverse Cap,None,None,Flask,Afro,Pig Farmer,Female,Farmer,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,35.81946058012164,4080
4081,Pelorous,None,None,Gimblet,Dark Gray,Cement,Black,Hard Hat,Chevron Mustache,None,Lasso,Hightop,Casual Rancher Outfit,Male,Rancher,None,None,None,None,Elm,None,None,Screamin' Green,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,43.019946796503106,4081
4082,None,Screamin' Green,Mirage,Tussock,None,Millbrook,Millbrook,None,Horseshoe Mustache,Luxury,None,Cornrows,Checkered Shirt and Dungarees,Male,Farmer,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30.69530668757005,4082
4083,None,None,None,Mandy's Pink,None,Blue,Black,None,Pencil Mustache,None,None,Afro,Bragard Jacket,Male,Baker,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,White,None,None,None,None,None,None,None,None,None,None,None,None,None,14.352560747657586,4083
4084,None,None,Regent Gray,Dull Lavender,None,Deep Sea Green,Chicago,None,Chevron Mustache,None,Hoe,Bob,Muddy Dungarees,Male,Farmer,None,None,None,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,21.188571281842407,4084
